urun,al_depo,al_yer,al_fiyat_tl_ton,sat_depo,sat_yer,sat_fiyat_tl_ton,mesafe_km,navlun_sabit_tl_ton,navlun_degisken_tl_ton,navlun_toplam_tl_ton,fiyat_farki_tl_ton,net_marj_tl_ton
"MISIR 1.SINIF","AKGÜLLER TAHIL TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12228,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,55,164,167,331,1159,829
"BUĞDAY MAKARNALIK 2.SINIF","YURTTAŞLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/HBEKTAŞ,14250,"DOĞAL TAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16803,516,164,1563,1727,2553,826
"MISIR 2.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12230,"İSMAİL HAKKI KUMARTAŞLI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AFYONKARAHİSAR/EMİRDAĞ,13898,225,164,681,845,1668,823
"MISIR 1.SINIF","ÇUKUROVATOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,12528,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,293,164,889,1052,1872,820
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,12267,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,0,164,0,164,983,820
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","DOĞA AKBULUT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/MERKEZ,14490,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,16148,223,164,676,839,1658,819
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","HİKMET ŞEFLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/SARAYÖNÜ,14948,"ERK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/AEKİN,16100,56,164,171,334,1152,818
"MISIR 1.SINIF","MAKSOY TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,12373,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,261,164,790,953,1770,817
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,13700,"BAĞIŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/İMAMOĞLU,15092,136,164,413,577,1392,815
"MISIR 1.SINIF","BAĞIŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/İMAMOĞLU,12255,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,54,164,162,326,1132,806
"MISIR 1.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,407,164,1233,1396,2200,804
"MISIR 1.SINIF","ÖNTÜRK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,407,164,1233,1396,2200,804
"MISIR 1.SINIF","LARENDE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13436,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,0,164,0,164,964,801
"BUĞDAY MAKARNALIK 2.SINIF","YURTTAŞLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/HBEKTAŞ,14250,"SENTİNUS TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/HİLVAN,16751,509,164,1541,1704,2501,797
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","YENİ PAZAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,13455,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15430,338,164,1023,1186,1975,789
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,14253,"GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,15200,0,164,0,164,947,784
"MISIR 1.SINIF","ÖZEKİZLER AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/SARIÇAM,12417,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,8,164,24,188,971,783
"MISIR 1.SINIF","KAYA LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,12497,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,0,164,0,164,946,783
"MISIR 1.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12726,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,62,164,187,350,1128,778
"MISIR 1.SINIF","ATARLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ESKİL,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,169,164,512,676,1448,773
"MISIR 1.SINIF","SARILAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KİSALI,12447,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,2,164,6,169,940,771
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","MİLL STAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇELTİK,14226,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15430,91,164,275,438,1204,766
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12275,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,147,164,445,609,1373,764
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,13700,"ERK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/AEKİN,16100,488,164,1478,1641,2400,759
"MISIR 1.SINIF","NERGİZ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12207,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,41,164,123,286,1043,756
"MISIR 1.SINIF","NERGİZ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12207,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,86,164,260,424,1180,756
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","HİCAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/ÇORLU,15847,"İMPAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/SPAŞA,16900,45,164,135,299,1053,754
"MISIR 1.SINIF","KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,202,164,612,776,1530,754
"MISIR 2.SINIF","TAŞKIRAN LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,12313,"RANA FARM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13696,155,164,469,633,1383,750
"MISIR 1.SINIF","OĞUZ LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12204,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,108,164,326,490,1239,750
"ARPA 2.SINIF","KUŞAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAYSERİ/FELAHİYE,10384,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12473,389,164,1178,1342,2089,747
"MISIR 1.SINIF","UMUT LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/MERKEZ,12200,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,426,164,1289,1453,2200,747
"MISIR 1.SINIF","ER MAKİNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12218,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,41,164,123,286,1032,746
"MISIR 1.SINIF","ER MAKİNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12218,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,86,164,260,424,1169,745
"MISIR 2.SINIF","KARAMAN TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,12282,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13191,0,164,0,164,909,745
"MISIR 1.SINIF","TAŞKIRAN LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,12545,"KAHVECİ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ TİCARET A.Ş.",KONYA/SARAYÖNÜ,13780,108,164,327,491,1235,745
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,17043,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,17950,1,164,4,167,907,740
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,12267,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,407,164,1232,1395,2133,738
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,54,164,163,327,1064,737
"MISIR 1.SINIF","UMUT LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/MERKEZ,12200,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,49,164,149,313,1050,737
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","KAYSERİ ŞEKER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,14225,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,16148,338,164,1023,1186,1923,737
"MISIR 1.SINIF","SÖNMEZLERAGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12488,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,0,164,0,164,899,736
"MISIR 1.SINIF","RAMAZANOĞULLARI AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12223,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,108,164,326,490,1221,731
"MISIR 1.SINIF","AKGÜLLER TAHIL TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12228,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,108,164,326,490,1215,726
"MISIR 2.SINIF","AŞIROĞULLARI LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/CBEYLİ,12200,"RANA FARM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13696,203,164,614,777,1496,719
"MISIR 1.SINIF","NERGİZ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12207,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,348,164,1055,1218,1936,718
"MISIR 1.SINIF","BAĞIŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/İMAMOĞLU,12255,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,101,164,307,470,1188,718
"MISIR 1.SINIF","AĞALAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,0,164,0,164,879,716
"MISIR 2.SINIF","SAVRANLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/ESKİL,12200,"İSMAİL HAKKI KUMARTAŞLI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AFYONKARAHİSAR/EMİRDAĞ,13898,270,164,819,983,1698,716
"MISIR 1.SINIF","BAĞIŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/İMAMOĞLU,12255,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,333,164,1010,1173,1888,715
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","HİCAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/ÇORLU,15847,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/ERGENE,16939,71,164,216,379,1092,713
"MISIR 1.SINIF","BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,0,164,0,164,876,713
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,1,164,4,167,879,712
"MISIR 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,1,164,4,167,879,712
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,1,164,4,167,879,712
"MISIR 1.SINIF","AL LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/PAZARCIK,12200,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,257,164,780,944,1654,710
"MISIR 1.SINIF","NARLI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/PAZARCIK,12200,"AYDINLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,13854,257,164,780,944,1654,710
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/OPAZARI,12790,"MİLL STAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇELTİK,14226,186,164,563,726,1436,710
"BUĞDAY MAKARNALIK 2.SINIF","YURTTAŞLAR AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/HBEKTAŞ,14250,"VİRANŞEHİR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/VŞEHİR,16746,536,164,1623,1787,2496,710
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,17195,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,18066,0,164,0,164,872,708
"MISIR 1.SINIF","ER MAKİNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12218,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,348,164,1055,1218,1925,707
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","TMO TOBB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",TEKİRDAĞ/HBOLU,13300,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/ERGENE,14307,47,164,141,305,1007,702
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,155,164,469,633,1332,699
"MISIR 1.SINIF","KAYA LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,12497,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,261,164,790,953,1646,693
"MISIR 1.SINIF","OĞUZ LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12204,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,358,164,1083,1247,1940,693
"MISIR 1.SINIF","MAKSOY TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,12373,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,53,164,159,323,1014,692
"MISIR 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12349,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,13648,147,164,445,609,1300,691
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","SÜPERSON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,14587,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KARATAY,16200,251,164,761,924,1613,688
"MISIR 2.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12230,"RANA FARM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13696,203,164,614,777,1465,688
"ARPA 2.SINIF","MYSİLO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/MMUDİYE,11300,"ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/OPAZARI,12150,0,164,0,164,850,686
"MISIR 1.SINIF","ÖZEKİZLER AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/SARIÇAM,12417,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,60,164,182,346,1026,681
"MISIR 1.SINIF","SARILAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KİSALI,12447,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,51,164,154,317,996,679
"MISIR 1.SINIF","AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,155,164,469,633,1309,677
"ARPA 1.SINIF","KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12319,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,13162,1,164,4,167,844,677
"MISIR 1.SINIF","NERGİZ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12207,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,131,164,397,560,1236,676
"MISIR 1.SINIF","RAMAZANOĞULLARI AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12223,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,358,164,1083,1247,1921,674
"ARPA 2.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,11125,"REKOLTE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,12405,147,164,445,609,1280,671
"MISIR 1.SINIF","AKGÜLLER TAHIL TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12228,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,358,164,1083,1247,1916,669
"MISIR 1.SINIF","ER MAKİNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KOZAN,12218,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,131,164,397,560,1225,665
"BUĞDAY MAKARNALIK DÜŞÜK VASIFLI","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,13631,"GAP ŞANLIURFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16127,552,164,1673,1836,2496,660
"MISIR 1.SINIF","OĞUZ LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12204,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,75,164,227,391,1046,656
"MISIR 1.SINIF","SAFİRTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/TÜRKOĞLU,12200,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,80,164,244,407,1050,643
"ARPA 2.SINIF","KUŞAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAYSERİ/FELAHİYE,10384,"REKOLTE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/YUNAK,12405,401,164,1216,1379,2021,642
"ARPA 2.SINIF","HEKİMOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/SELÇUKLU,12315,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,13120,1,164,3,166,805,639
"MISIR 1.SINIF","RAMAZANOĞULLARI AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12223,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,75,164,227,391,1027,637
